letters,form,cisi_number,site,iconography,position,seal_id,upos,xpos,letter_label_encoded,prefix,vowel,morpheme boundary,noun,verb,FormWithoutLemma,Counts,MorphemeSeparated,prefix_label_encoded
M328,seal_1088,M-0391,Mohenjo-daro,unicorn,4,1088,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M293,seal_1088,M-0391,Mohenjo-daro,unicorn,5,1088,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M040,seal_1089,H-0318,Harappa,buffalo,0,1089,SIGN,INDUS,40,,,1,0,0,M040,1,M040,0
M099,seal_1089,H-0318,Harappa,buffalo,1,1089,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M147,seal_1089,H-0318,Harappa,buffalo,2,1089,SIGN,INDUS,147,,,0,0,0,M147,1,M147,0
M233,seal_1089,H-0318,Harappa,buffalo,3,1089,SIGN,INDUS,233,,,0,0,0,M233,1,M233,0
M059,seal_1090,C-0058,Chanhu-daro,unicorn,0,1090,SIGN,INDUS,59,,,1,0,0,M059,1,M059,0
M267,seal_1090,C-0058,Chanhu-daro,unicorn,1,1090,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M099,seal_1090,C-0058,Chanhu-daro,unicorn,2,1090,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M328,seal_1090,C-0058,Chanhu-daro,unicorn,3,1090,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M007,seal_1091,H-0319,Harappa,unicorn,0,1091,SIGN,INDUS,7,,,1,0,0,M007,1,M007,0
M089,seal_1091,H-0319,Harappa,unicorn,1,1091,SIGN,INDUS,89,,,0,0,0,M089,1,M089,0
M176,seal_1091,H-0319,Harappa,unicorn,2,1091,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M211,seal_1091,H-0319,Harappa,unicorn,3,1091,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M027,seal_1092,H-0320,Harappa,unicorn,0,1092,SIGN,INDUS,27,,,1,0,0,M027,1,M027,0
M267,seal_1092,H-0320,Harappa,unicorn,1,1092,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M012,seal_1092,H-0320,Harappa,unicorn,2,1092,SIGN,INDUS,12,,,0,0,0,M012,1,M012,0
M342,seal_1092,H-0320,Harappa,unicorn,3,1092,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M293,seal_1092,H-0320,Harappa,unicorn,4,1092,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M021,seal_1093,M-0392,Mohenjo-daro,zebu bull,0,1093,SIGN,INDUS,21,,,1,0,0,M021,1,M021,0
M249,seal_1093,M-0392,Mohenjo-daro,zebu bull,1,1093,SIGN,INDUS,249,,,0,0,0,M249,1,M249,0
M057,seal_1094,H-0321,Harappa,zebu bull,0,1094,SIGN,INDUS,57,,,1,0,0,M057,1,M057,0
M342,seal_1094,H-0321,Harappa,zebu bull,1,1094,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M342,seal_1094,H-0321,Harappa,zebu bull,2,1094,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M099,seal_1094,H-0321,Harappa,zebu bull,3,1094,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M045,seal_1095,M-0393,Mohenjo-daro,elephant,0,1095,SIGN,INDUS,45,,,1,0,0,M045,1,M045,0
M176,seal_1095,M-0393,Mohenjo-daro,elephant,1,1095,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M065,seal_1095,M-0393,Mohenjo-daro,elephant,2,1095,SIGN,INDUS,65,,,0,0,0,M065,1,M065,0
M060,seal_1096,H-0322,Harappa,rhinoceros,0,1096,SIGN,INDUS,60,,,1,0,0,M060,1,M060,0
M342,seal_1096,H-0322,Harappa,rhinoceros,1,1096,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M336,seal_1096,H-0322,Harappa,rhinoceros,2,1096,SIGN,INDUS,336,,,0,0,0,M336,1,M336,0
M211,seal_1096,H-0322,Harappa,rhinoceros,3,1096,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M162,seal_1096,H-0322,Harappa,rhinoceros,4,1096,SIGN,INDUS,162,,,0,0,0,M162,1,M162,0
M099,seal_1096,H-0322,Harappa,rhinoceros,5,1096,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M342,seal_1096,H-0322,Harappa,rhinoceros,6,1096,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M012,seal_1096,H-0322,Harappa,rhinoceros,7,1096,SIGN,INDUS,12,,,0,0,0,M012,1,M012,0
M006,seal_1097,DK-0069,Dholavira,tiger,0,1097,SIGN,INDUS,6,,,1,0,0,M006,1,M006,0
M328,seal_1097,DK-0069,Dholavira,tiger,1,1097,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M125,seal_1097,DK-0069,Dholavira,tiger,2,1097,SIGN,INDUS,125,,,0,0,0,M125,1,M125,0
M032,seal_1098,M-0394,Mohenjo-daro,geometric,0,1098,SIGN,INDUS,32,,,1,0,0,M032,1,M032,0
M220,seal_1098,M-0394,Mohenjo-daro,geometric,1,1098,SIGN,INDUS,220,,,0,0,0,M220,1,M220,0
M008,seal_1099,DK-0070,Dholavira,zebu bull,0,1099,SIGN,INDUS,8,,,1,0,0,M008,1,M008,0
M059,seal_1099,DK-0070,Dholavira,zebu bull,1,1099,SIGN,INDUS,59,,,0,0,0,M059,1,M059,0
M293,seal_1099,DK-0070,Dholavira,zebu bull,2,1099,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M065,seal_1100,H-0323,Harappa,tiger,0,1100,SIGN,INDUS,65,,,1,0,0,M065,1,M065,0
M099,seal_1100,H-0323,Harappa,tiger,1,1100,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M108,seal_1100,H-0323,Harappa,tiger,2,1100,SIGN,INDUS,108,,,0,0,0,M108,1,M108,0
M059,seal_1100,H-0323,Harappa,tiger,3,1100,SIGN,INDUS,59,,,0,0,0,M059,1,M059,0
M045,seal_1101,H-0324,Harappa,elephant,0,1101,SIGN,INDUS,45,,,1,0,0,M045,1,M045,0
M162,seal_1101,H-0324,Harappa,elephant,1,1101,SIGN,INDUS,162,,,0,0,0,M162,1,M162,0
M305,seal_1101,H-0324,Harappa,elephant,2,1101,SIGN,INDUS,305,,,0,0,0,M305,1,M305,0
M060,seal_1102,M-0395,Mohenjo-daro,rhinoceros,0,1102,SIGN,INDUS,60,,,1,0,0,M060,1,M060,0
M328,seal_1102,M-0395,Mohenjo-daro,rhinoceros,1,1102,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M342,seal_1102,M-0395,Mohenjo-daro,rhinoceros,2,1102,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M176,seal_1102,M-0395,Mohenjo-daro,rhinoceros,3,1102,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M367,seal_1102,M-0395,Mohenjo-daro,rhinoceros,4,1102,SIGN,INDUS,367,,,0,0,0,M367,1,M367,0
M073,seal_1103,K-0076,Kalibangan,zebu bull,0,1103,SIGN,INDUS,73,,,1,0,0,M073,1,M073,0
M342,seal_1103,K-0076,Kalibangan,zebu bull,1,1103,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M342,seal_1103,K-0076,Kalibangan,zebu bull,2,1103,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M176,seal_1103,K-0076,Kalibangan,zebu bull,3,1103,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M089,seal_1103,K-0076,Kalibangan,zebu bull,4,1103,SIGN,INDUS,89,,,0,0,0,M089,1,M089,0
M069,seal_1104,L-0088,Lothal,zebu bull,0,1104,SIGN,INDUS,69,,,1,0,0,M069,1,M069,0
M336,seal_1104,L-0088,Lothal,zebu bull,1,1104,SIGN,INDUS,336,,,0,0,0,M336,1,M336,0
M198,seal_1104,L-0088,Lothal,zebu bull,2,1104,SIGN,INDUS,198,,,0,0,0,M198,1,M198,0
M099,seal_1104,L-0088,Lothal,zebu bull,3,1104,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M089,seal_1104,L-0088,Lothal,zebu bull,4,1104,SIGN,INDUS,89,,,0,0,0,M089,1,M089,0
M012,seal_1105,H-0325,Harappa,unicorn,0,1105,SIGN,INDUS,12,,,1,0,0,M012,1,M012,0
M380,seal_1105,H-0325,Harappa,unicorn,1,1105,SIGN,INDUS,380,,,0,0,0,M380,1,M380,0
M342,seal_1105,H-0325,Harappa,unicorn,2,1105,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M267,seal_1105,H-0325,Harappa,unicorn,3,1105,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M077,seal_1106,H-0326,Harappa,unicorn,0,1106,SIGN,INDUS,77,,,1,0,0,M077,1,M077,0
M293,seal_1106,H-0326,Harappa,unicorn,1,1106,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M391,seal_1106,H-0326,Harappa,unicorn,2,1106,SIGN,INDUS,391,,,0,0,0,M391,1,M391,0
M081,seal_1107,M-0396,Mohenjo-daro,rhinoceros,0,1107,SIGN,INDUS,81,,,1,0,0,M081,1,M081,0
M089,seal_1107,M-0396,Mohenjo-daro,rhinoceros,1,1107,SIGN,INDUS,89,,,0,0,0,M089,1,M089,0
M367,seal_1107,M-0396,Mohenjo-daro,rhinoceros,2,1107,SIGN,INDUS,367,,,0,0,0,M367,1,M367,0
M053,seal_1108,RGR-0022,Rakhigarhi,zebu bull,0,1108,SIGN,INDUS,53,,,1,0,0,M053,1,M053,0
M125,seal_1108,RGR-0022,Rakhigarhi,zebu bull,1,1108,SIGN,INDUS,125,,,0,0,0,M125,1,M125,0
M059,seal_1108,RGR-0022,Rakhigarhi,zebu bull,2,1108,SIGN,INDUS,59,,,0,0,0,M059,1,M059,0
M278,seal_1108,RGR-0022,Rakhigarhi,zebu bull,3,1108,SIGN,INDUS,278,,,0,0,0,M278,1,M278,0
M059,seal_1108,RGR-0022,Rakhigarhi,zebu bull,4,1108,SIGN,INDUS,59,,,0,0,0,M059,1,M059,0
M267,seal_1108,RGR-0022,Rakhigarhi,zebu bull,5,1108,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M342,seal_1108,RGR-0022,Rakhigarhi,zebu bull,6,1108,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M009,seal_1109,M-0397,Mohenjo-daro,zebu bull,0,1109,SIGN,INDUS,9,,,1,0,0,M009,1,M009,0
M208,seal_1109,M-0397,Mohenjo-daro,zebu bull,1,1109,SIGN,INDUS,208,,,0,0,0,M208,1,M208,0
M087,seal_1109,M-0397,Mohenjo-daro,zebu bull,2,1109,SIGN,INDUS,87,,,0,0,0,M087,1,M087,0
M087,seal_1109,M-0397,Mohenjo-daro,zebu bull,3,1109,SIGN,INDUS,87,,,0,0,0,M087,1,M087,0
M005,seal_1110,L-0089,Lothal,unicorn,0,1110,SIGN,INDUS,5,,,1,0,0,M005,1,M005,0
M342,seal_1110,L-0089,Lothal,unicorn,1,1110,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M089,seal_1110,L-0089,Lothal,unicorn,2,1110,SIGN,INDUS,89,,,0,0,0,M089,1,M089,0
M018,seal_1111,DK-0071,Dholavira,script only,0,1111,SIGN,INDUS,18,,,1,0,0,M018,1,M018,0
M099,seal_1111,DK-0071,Dholavira,script only,1,1111,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M005,seal_1112,M-0398,Mohenjo-daro,elephant,0,1112,SIGN,INDUS,5,,,1,0,0,M005,1,M005,0
M342,seal_1112,M-0398,Mohenjo-daro,elephant,1,1112,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M065,seal_1112,M-0398,Mohenjo-daro,elephant,2,1112,SIGN,INDUS,65,,,0,0,0,M065,1,M065,0
M062,seal_1113,H-0327,Harappa,zebu bull,0,1113,SIGN,INDUS,62,,,1,0,0,M062,1,M062,0
M342,seal_1113,H-0327,Harappa,zebu bull,1,1113,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M342,seal_1113,H-0327,Harappa,zebu bull,2,1113,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M293,seal_1113,H-0327,Harappa,zebu bull,3,1113,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M249,seal_1113,H-0327,Harappa,zebu bull,4,1113,SIGN,INDUS,249,,,0,0,0,M249,1,M249,0
M016,seal_1114,H-0328,Harappa,elephant,0,1114,SIGN,INDUS,16,,,1,0,0,M016,1,M016,0
M293,seal_1114,H-0328,Harappa,elephant,1,1114,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M010,seal_1115,M-0399,Mohenjo-daro,elephant,0,1115,SIGN,INDUS,10,,,1,0,0,M010,1,M010,0
M383,seal_1115,M-0399,Mohenjo-daro,elephant,1,1115,SIGN,INDUS,383,,,0,0,0,M383,1,M383,0
M087,seal_1115,M-0399,Mohenjo-daro,elephant,2,1115,SIGN,INDUS,87,,,0,0,0,M087,1,M087,0
M059,seal_1115,M-0399,Mohenjo-daro,elephant,3,1115,SIGN,INDUS,59,,,0,0,0,M059,1,M059,0
M305,seal_1115,M-0399,Mohenjo-daro,elephant,4,1115,SIGN,INDUS,305,,,0,0,0,M305,1,M305,0
M074,seal_1116,C-0059,Chanhu-daro,gharial,0,1116,SIGN,INDUS,74,,,1,0,0,M074,1,M074,0
M176,seal_1116,C-0059,Chanhu-daro,gharial,1,1116,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M267,seal_1116,C-0059,Chanhu-daro,gharial,2,1116,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M220,seal_1116,C-0059,Chanhu-daro,gharial,3,1116,SIGN,INDUS,220,,,0,0,0,M220,1,M220,0
M013,seal_1117,H-0329,Harappa,script only,0,1117,SIGN,INDUS,13,,,1,0,0,M013,1,M013,0
M162,seal_1117,H-0329,Harappa,script only,1,1117,SIGN,INDUS,162,,,0,0,0,M162,1,M162,0
M305,seal_1117,H-0329,Harappa,script only,2,1117,SIGN,INDUS,305,,,0,0,0,M305,1,M305,0
M005,seal_1118,H-0330,Harappa,unicorn,0,1118,SIGN,INDUS,5,,,1,0,0,M005,1,M005,0
M059,seal_1118,H-0330,Harappa,unicorn,1,1118,SIGN,INDUS,59,,,0,0,0,M059,1,M059,0
M008,seal_1119,H-0331,Harappa,script only,0,1119,SIGN,INDUS,8,,,1,0,0,M008,1,M008,0
M328,seal_1119,H-0331,Harappa,script only,1,1119,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M099,seal_1119,H-0331,Harappa,script only,2,1119,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M065,seal_1119,H-0331,Harappa,script only,3,1119,SIGN,INDUS,65,,,0,0,0,M065,1,M065,0
M026,seal_1120,K-0077,Kalibangan,unicorn,0,1120,SIGN,INDUS,26,,,1,0,0,M026,1,M026,0
M211,seal_1120,K-0077,Kalibangan,unicorn,1,1120,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M099,seal_1120,K-0077,Kalibangan,unicorn,2,1120,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M291,seal_1120,K-0077,Kalibangan,unicorn,3,1120,SIGN,INDUS,291,,,0,0,0,M291,1,M291,0
M267,seal_1120,K-0077,Kalibangan,unicorn,4,1120,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M081,seal_1121,H-0332,Harappa,gharial,0,1121,SIGN,INDUS,81,,,1,0,0,M081,1,M081,0
M367,seal_1121,H-0332,Harappa,gharial,1,1121,SIGN,INDUS,367,,,0,0,0,M367,1,M367,0
M267,seal_1121,H-0332,Harappa,gharial,2,1121,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M099,seal_1121,H-0332,Harappa,gharial,3,1121,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M162,seal_1121,H-0332,Harappa,gharial,4,1121,SIGN,INDUS,162,,,0,0,0,M162,1,M162,0
M267,seal_1121,H-0332,Harappa,gharial,5,1121,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M040,seal_1122,M-0400,Mohenjo-daro,geometric,0,1122,SIGN,INDUS,40,,,1,0,0,M040,1,M040,0
M137,seal_1122,M-0400,Mohenjo-daro,geometric,1,1122,SIGN,INDUS,137,,,0,0,0,M137,1,M137,0
M391,seal_1122,M-0400,Mohenjo-daro,geometric,2,1122,SIGN,INDUS,391,,,0,0,0,M391,1,M391,0
M367,seal_1122,M-0400,Mohenjo-daro,geometric,3,1122,SIGN,INDUS,367,,,0,0,0,M367,1,M367,0
M316,seal_1122,M-0400,Mohenjo-daro,geometric,4,1122,SIGN,INDUS,316,,,0,0,0,M316,1,M316,0
M204,seal_1122,M-0400,Mohenjo-daro,geometric,5,1122,SIGN,INDUS,204,,,0,0,0,M204,1,M204,0
M249,seal_1122,M-0400,Mohenjo-daro,geometric,6,1122,SIGN,INDUS,249,,,0,0,0,M249,1,M249,0
M012,seal_1123,SK-0041,Surkotada,unicorn,0,1123,SIGN,INDUS,12,,,1,0,0,M012,1,M012,0
M162,seal_1123,SK-0041,Surkotada,unicorn,1,1123,SIGN,INDUS,162,,,0,0,0,M162,1,M162,0
M374,seal_1123,SK-0041,Surkotada,unicorn,2,1123,SIGN,INDUS,374,,,0,0,0,M374,1,M374,0
M267,seal_1123,SK-0041,Surkotada,unicorn,3,1123,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M074,seal_1124,H-0333,Harappa,script only,0,1124,SIGN,INDUS,74,,,1,0,0,M074,1,M074,0
M048,seal_1124,H-0333,Harappa,script only,1,1124,SIGN,INDUS,48,,,0,0,0,M048,1,M048,0
M267,seal_1124,H-0333,Harappa,script only,2,1124,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M099,seal_1124,H-0333,Harappa,script only,3,1124,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M192,seal_1124,H-0333,Harappa,script only,4,1124,SIGN,INDUS,192,,,0,0,0,M192,1,M192,0
M233,seal_1124,H-0333,Harappa,script only,5,1124,SIGN,INDUS,233,,,0,0,0,M233,1,M233,0
M077,seal_1125,L-0090,Lothal,script only,0,1125,SIGN,INDUS,77,,,1,0,0,M077,1,M077,0
M233,seal_1125,L-0090,Lothal,script only,1,1125,SIGN,INDUS,233,,,0,0,0,M233,1,M233,0
M267,seal_1125,L-0090,Lothal,script only,2,1125,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M328,seal_1125,L-0090,Lothal,script only,3,1125,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M013,seal_1126,M-0401,Mohenjo-daro,gharial,0,1126,SIGN,INDUS,13,,,1,0,0,M013,1,M013,0
M293,seal_1126,M-0401,Mohenjo-daro,gharial,1,1126,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M176,seal_1126,M-0401,Mohenjo-daro,gharial,2,1126,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M336,seal_1126,M-0401,Mohenjo-daro,gharial,3,1126,SIGN,INDUS,336,,,0,0,0,M336,1,M336,0
M001,seal_1127,M-0402,Mohenjo-daro,rhinoceros,0,1127,SIGN,INDUS,1,,,1,0,0,M001,1,M001,0
M391,seal_1127,M-0402,Mohenjo-daro,rhinoceros,1,1127,SIGN,INDUS,391,,,0,0,0,M391,1,M391,0
M012,seal_1127,M-0402,Mohenjo-daro,rhinoceros,2,1127,SIGN,INDUS,12,,,0,0,0,M012,1,M012,0
M220,seal_1127,M-0402,Mohenjo-daro,rhinoceros,3,1127,SIGN,INDUS,220,,,0,0,0,M220,1,M220,0
M059,seal_1128,H-0334,Harappa,unicorn,0,1128,SIGN,INDUS,59,,,1,0,0,M059,1,M059,0
M169,seal_1128,H-0334,Harappa,unicorn,1,1128,SIGN,INDUS,169,,,0,0,0,M169,1,M169,0
M342,seal_1128,H-0334,Harappa,unicorn,2,1128,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M011,seal_1129,C-0060,Chanhu-daro,zebu bull,0,1129,SIGN,INDUS,11,,,1,0,0,M011,1,M011,0
M157,seal_1129,C-0060,Chanhu-daro,zebu bull,1,1129,SIGN,INDUS,157,,,0,0,0,M157,1,M157,0
M087,seal_1129,C-0060,Chanhu-daro,zebu bull,2,1129,SIGN,INDUS,87,,,0,0,0,M087,1,M087,0
M061,seal_1130,M-0403,Mohenjo-daro,elephant,0,1130,SIGN,INDUS,61,,,1,0,0,M061,1,M061,0
M176,seal_1130,M-0403,Mohenjo-daro,elephant,1,1130,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M336,seal_1130,M-0403,Mohenjo-daro,elephant,2,1130,SIGN,INDUS,336,,,0,0,0,M336,1,M336,0
M336,seal_1130,M-0403,Mohenjo-daro,elephant,3,1130,SIGN,INDUS,336,,,0,0,0,M336,1,M336,0
M036,seal_1131,H-0335,Harappa,gharial,0,1131,SIGN,INDUS,36,,,1,0,0,M036,1,M036,0
M217,seal_1131,H-0335,Harappa,gharial,1,1131,SIGN,INDUS,217,,,0,0,0,M217,1,M217,0
M267,seal_1131,H-0335,Harappa,gharial,2,1131,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M012,seal_1131,H-0335,Harappa,gharial,3,1131,SIGN,INDUS,12,,,0,0,0,M012,1,M012,0
M057,seal_1132,H-0336,Harappa,zebu bull,0,1132,SIGN,INDUS,57,,,1,0,0,M057,1,M057,0
M267,seal_1132,H-0336,Harappa,zebu bull,1,1132,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M089,seal_1132,H-0336,Harappa,zebu bull,2,1132,SIGN,INDUS,89,,,0,0,0,M089,1,M089,0
M293,seal_1132,H-0336,Harappa,zebu bull,3,1132,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M233,seal_1132,H-0336,Harappa,zebu bull,4,1132,SIGN,INDUS,233,,,0,0,0,M233,1,M233,0
M073,seal_1133,H-0337,Harappa,zebu bull,0,1133,SIGN,INDUS,73,,,1,0,0,M073,1,M073,0
M227,seal_1133,H-0337,Harappa,zebu bull,1,1133,SIGN,INDUS,227,,,0,0,0,M227,1,M227,0
M342,seal_1133,H-0337,Harappa,zebu bull,2,1133,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M267,seal_1133,H-0337,Harappa,zebu bull,3,1133,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M293,seal_1133,H-0337,Harappa,zebu bull,4,1133,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M077,seal_1134,H-0338,Harappa,elephant,0,1134,SIGN,INDUS,77,,,1,0,0,M077,1,M077,0
M342,seal_1134,H-0338,Harappa,elephant,1,1134,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M099,seal_1134,H-0338,Harappa,elephant,2,1134,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M068,seal_1135,M-0404,Mohenjo-daro,rhinoceros,0,1135,SIGN,INDUS,68,,,1,0,0,M068,1,M068,0
M328,seal_1135,M-0404,Mohenjo-daro,rhinoceros,1,1135,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M267,seal_1135,M-0404,Mohenjo-daro,rhinoceros,2,1135,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M162,seal_1135,M-0404,Mohenjo-daro,rhinoceros,3,1135,SIGN,INDUS,162,,,0,0,0,M162,1,M162,0
M162,seal_1136,K-0078,Kalibangan,rhinoceros,0,1136,SIGN,INDUS,162,,,1,0,0,M162,1,M162,0
M377,seal_1136,K-0078,Kalibangan,rhinoceros,1,1136,SIGN,INDUS,377,,,0,0,0,M377,1,M377,0
M176,seal_1136,K-0078,Kalibangan,rhinoceros,2,1136,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M176,seal_1136,K-0078,Kalibangan,rhinoceros,3,1136,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M072,seal_1137,M-0405,Mohenjo-daro,unicorn,0,1137,SIGN,INDUS,72,,,1,0,0,M072,1,M072,0
M087,seal_1137,M-0405,Mohenjo-daro,unicorn,1,1137,SIGN,INDUS,87,,,0,0,0,M087,1,M087,0
M336,seal_1137,M-0405,Mohenjo-daro,unicorn,2,1137,SIGN,INDUS,336,,,0,0,0,M336,1,M336,0
M125,seal_1137,M-0405,Mohenjo-daro,unicorn,3,1137,SIGN,INDUS,125,,,0,0,0,M125,1,M125,0
M328,seal_1137,M-0405,Mohenjo-daro,unicorn,4,1137,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M081,seal_1138,M-0406,Mohenjo-daro,zebu bull,0,1138,SIGN,INDUS,81,,,1,0,0,M081,1,M081,0
M162,seal_1138,M-0406,Mohenjo-daro,zebu bull,1,1138,SIGN,INDUS,162,,,0,0,0,M162,1,M162,0
M336,seal_1139,H-0339,Harappa,geometric,0,1139,SIGN,INDUS,336,,,1,0,0,M336,1,M336,0
M099,seal_1139,H-0339,Harappa,geometric,1,1139,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M342,seal_1139,H-0339,Harappa,geometric,2,1139,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M342,seal_1139,H-0339,Harappa,geometric,3,1139,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M048,seal_1139,H-0339,Harappa,geometric,4,1139,SIGN,INDUS,48,,,0,0,0,M048,1,M048,0
M009,seal_1140,M-0407,Mohenjo-daro,unicorn,0,1140,SIGN,INDUS,9,,,1,0,0,M009,1,M009,0
M186,seal_1140,M-0407,Mohenjo-daro,unicorn,1,1140,SIGN,INDUS,186,,,0,0,0,M186,1,M186,0
M233,seal_1140,M-0407,Mohenjo-daro,unicorn,2,1140,SIGN,INDUS,233,,,0,0,0,M233,1,M233,0
M059,seal_1140,M-0407,Mohenjo-daro,unicorn,3,1140,SIGN,INDUS,59,,,0,0,0,M059,1,M059,0
M024,seal_1141,H-0340,Harappa,elephant,0,1141,SIGN,INDUS,24,,,1,0,0,M024,1,M024,0
M259,seal_1141,H-0340,Harappa,elephant,1,1141,SIGN,INDUS,259,,,0,0,0,M259,1,M259,0
M293,seal_1141,H-0340,Harappa,elephant,2,1141,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M013,seal_1142,SK-0042,Surkotada,unicorn,0,1142,SIGN,INDUS,13,,,1,0,0,M013,1,M013,0
M170,seal_1142,SK-0042,Surkotada,unicorn,1,1142,SIGN,INDUS,170,,,0,0,0,M170,1,M170,0
M051,seal_1142,SK-0042,Surkotada,unicorn,2,1142,SIGN,INDUS,51,,,0,0,0,M051,1,M051,0
M037,seal_1143,M-0408,Mohenjo-daro,unicorn,0,1143,SIGN,INDUS,37,,,1,0,0,M037,1,M037,0
M087,seal_1143,M-0408,Mohenjo-daro,unicorn,1,1143,SIGN,INDUS,87,,,0,0,0,M087,1,M087,0
M079,seal_1144,BN-0034,Banawali,unicorn,0,1144,SIGN,INDUS,79,,,1,0,0,M079,1,M079,0
M293,seal_1144,BN-0034,Banawali,unicorn,1,1144,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M019,seal_1145,M-0409,Mohenjo-daro,elephant,0,1145,SIGN,INDUS,19,,,1,0,0,M019,1,M019,0
M342,seal_1145,M-0409,Mohenjo-daro,elephant,1,1145,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M012,seal_1145,M-0409,Mohenjo-daro,elephant,2,1145,SIGN,INDUS,12,,,0,0,0,M012,1,M012,0
M342,seal_1145,M-0409,Mohenjo-daro,elephant,3,1145,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M176,seal_1145,M-0409,Mohenjo-daro,elephant,4,1145,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M211,seal_1145,M-0409,Mohenjo-daro,elephant,5,1145,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
