cisi_number,site,inscription,role_pattern,avg_confidence,has_classifier_prefix,has_case_marker_suffix,contains_m059,length,iconography
L-0120,Lothal,M053 M346 M162 M267 M247 M293,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.394,True,False,False,6,rhinoceros
L-0121,Lothal,M267 M141 M051,RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.342,False,False,False,3,unicorn
L-0122,Lothal,M233 M293,WEAK_CASE_MARKER → RELATIONAL_MARKER,0.603,False,False,False,2,script only
L-0123,Lothal,M099 M012,RELATIONAL_MARKER → RELATIONAL_MARKER,0.506,False,False,False,2,unicorn
L-0124,Lothal,M087 M176 M272 M267 M125,RELATIONAL_MARKER → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.549,False,True,False,5,geometric
M-0001,Mohenjo-daro,M022 M270 M342 M211 M087,CLASSIFIER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.579,True,False,False,5,geometric
M-0002,Mohenjo-daro,M073 M378 M328 M099 M125 M089,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER → RELATIONAL_MARKER,0.526,True,False,False,6,zebu bull
M-0003,Mohenjo-daro,M004 M391 M099,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.612,True,False,False,3,zebu bull
M-0004,Mohenjo-daro,M048 M328 M328,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.483,False,False,False,3,unicorn
M-0005,Mohenjo-daro,M028 M211 M342 M391 M226 M125 M051,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → WEAK_CASE_MARKER → RELATIONAL_MARKER,0.497,True,False,False,7,unicorn
M-0006,Mohenjo-daro,M066 M162 M087,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.574,True,False,False,3,script only
M-0007,Mohenjo-daro,M077 M342 M162,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.633,True,False,False,3,zebu bull
M-0008,Mohenjo-daro,M044 M059 M267 M125,CLASSIFIER → HUB_AUTHORITY → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.778,True,True,True,4,unicorn
M-0009,Mohenjo-daro,M009 M267 M342 M342 M367 M251 M012,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.497,True,False,False,7,tiger
M-0010,Mohenjo-daro,M233 M219 M158 M342,WEAK_CASE_MARKER → UNK → UNK → RELATIONAL_MARKER,0.328,False,False,False,4,rhinoceros
M-0011,Mohenjo-daro,M019 M301 M087,CLASSIFIER → UNK → RELATIONAL_MARKER,0.433,True,False,False,3,unicorn
M-0012,Mohenjo-daro,M267 M099 M406 M293,RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.402,False,False,False,4,unicorn
M-0013,Mohenjo-daro,M016 M342 M176 M125 M233,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER → WEAK_CASE_MARKER,0.693,True,True,False,5,elephant
M-0014,Mohenjo-daro,M008 M176 M099 M125,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.673,True,True,False,4,geometric
M-0015,Mohenjo-daro,M040 M391 M391 M233,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.603,True,True,False,4,unicorn
M-0016,Mohenjo-daro,M062 M267 M059 M099,CLASSIFIER → RELATIONAL_MARKER → HUB_AUTHORITY → RELATIONAL_MARKER,0.769,True,False,True,4,zebu bull
M-0017,Mohenjo-daro,M001 M287 M305,CLASSIFIER → UNK → CASE_MARKER,0.569,True,True,False,3,zebu bull
M-0018,Mohenjo-daro,M211 M099 M328,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.516,False,False,False,3,rhinoceros
M-0019,Mohenjo-daro,M058 M176 M211 M099,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.614,True,False,False,4,script only
M-0020,Mohenjo-daro,M024 M267,CLASSIFIER → RELATIONAL_MARKER,0.653,True,False,False,2,unicorn
M-0021,Mohenjo-daro,M034 M151 M048 M059,CLASSIFIER → FLEXIBLE_AGENT → RELATIONAL_MARKER → HUB_AUTHORITY,0.683,True,False,True,4,rhinoceros
M-0022,Mohenjo-daro,M059 M267 M328 M012,HUB_AUTHORITY → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.628,False,False,True,4,unicorn
M-0023,Mohenjo-daro,M039 M211,CLASSIFIER → RELATIONAL_MARKER,0.658,True,False,False,2,elephant
M-0024,Mohenjo-daro,M062 M131 M165 M328 M048,CLASSIFIER → UNK → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.383,True,False,False,5,zebu bull
M-0025,Mohenjo-daro,M336 M176 M099 M305,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.628,False,True,False,4,rhinoceros
M-0026,Mohenjo-daro,M049 M293 M336 M342 M342,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.581,True,False,False,5,script only
M-0027,Mohenjo-daro,M030 M099 M176 M367,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.598,True,False,False,4,unicorn
M-0028,Mohenjo-daro,M391 M267 M169 M089 M293,RELATIONAL_MARKER → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER,0.495,False,False,False,5,zebu bull
M-0029,Mohenjo-daro,M087 M087 M048 M336,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.458,False,False,False,4,unicorn
M-0030,Mohenjo-daro,M011 M391 M176,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.598,True,False,False,3,tiger
M-0031,Mohenjo-daro,M040 M342 M391,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.608,True,False,False,3,tiger
M-0032,Mohenjo-daro,M328 M342 M176 M342,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.559,False,False,False,4,rhinoceros
M-0033,Mohenjo-daro,M342 M312 M176 M211,RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.41,False,False,False,4,unicorn
M-0034,Mohenjo-daro,M068 M342 M304 M099 M342 M176 M391,CLASSIFIER → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.57,True,False,False,7,rhinoceros
M-0035,Mohenjo-daro,M021 M211 M087 M233,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.613,True,True,False,4,unicorn
M-0036,Mohenjo-daro,M073 M176 M211 M125,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.67,True,True,False,4,zebu bull
M-0037,Mohenjo-daro,M049 M391 M336 M413 M342,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.457,True,False,False,5,gharial
M-0038,Mohenjo-daro,M040 M342,CLASSIFIER → RELATIONAL_MARKER,0.673,True,False,False,2,zebu bull
M-0039,Mohenjo-daro,M067 M367,CLASSIFIER → RELATIONAL_MARKER,0.625,True,False,False,2,rhinoceros
M-0040,Mohenjo-daro,M023 M012,CLASSIFIER → RELATIONAL_MARKER,0.623,True,False,False,2,buffalo
M-0041,Mohenjo-daro,M293 M176,RELATIONAL_MARKER → RELATIONAL_MARKER,0.518,False,False,False,2,zebu bull
M-0042,Mohenjo-daro,M011 M048 M293 M129 M305,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → CASE_MARKER,0.536,True,True,False,5,buffalo
M-0043,Mohenjo-daro,M043 M120 M099 M342 M176,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.483,True,False,False,5,geometric
M-0044,Mohenjo-daro,M079 M293 M391 M336,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.584,True,False,False,4,geometric
M-0045,Mohenjo-daro,M293 M336 M406 M211 M267,RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.403,False,False,False,5,tiger
M-0046,Mohenjo-daro,M010 M087 M281 M048,CLASSIFIER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.429,True,False,False,4,script only
M-0047,Mohenjo-daro,M211 M162,RELATIONAL_MARKER → RELATIONAL_MARKER,0.491,False,False,False,2,script only
M-0048,Mohenjo-daro,M031 M267 M293 M267 M336 M342 M051,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.562,True,False,False,7,buffalo
M-0049,Mohenjo-daro,M065 M099 M406 M105 M125,RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → UNK → WEAK_CASE_MARKER,0.347,False,True,False,5,tiger
M-0050,Mohenjo-daro,M011 M051 M328 M267 M099,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.57,True,False,False,5,zebu bull
M-0051,Mohenjo-daro,M057 M293 M272 M211 M087,CLASSIFIER → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER,0.547,True,False,False,5,zebu bull
M-0052,Mohenjo-daro,M064 M351 M211 M051,CLASSIFIER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER,0.538,True,False,False,4,unicorn
M-0053,Mohenjo-daro,M045 M382 M272 M059 M051,CLASSIFIER → UNK → FLEXIBLE_AGENT → HUB_AUTHORITY → RELATIONAL_MARKER,0.568,True,False,True,5,elephant
M-0054,Mohenjo-daro,M026 M267 M267 M099,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.62,True,False,False,4,unicorn
M-0055,Mohenjo-daro,M075 M176,CLASSIFIER → RELATIONAL_MARKER,0.651,True,False,False,2,unicorn
M-0056,Mohenjo-daro,M043 M328 M367 M367,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.541,True,False,False,4,geometric
M-0057,Mohenjo-daro,M342 M176 M367 M065,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.52,False,False,False,4,unicorn
M-0058,Mohenjo-daro,M055 M051 M336,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.554,True,False,False,3,unicorn
M-0059,Mohenjo-daro,M089 M267 M359 M370 M012,RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → UNK → RELATIONAL_MARKER,0.297,False,False,False,5,unicorn
M-0060,Mohenjo-daro,M233 M051 M233 M218 M176 M176 M065,WEAK_CASE_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.491,False,False,False,7,script only
M-0061,Mohenjo-daro,M026 M059 M328 M391,CLASSIFIER → HUB_AUTHORITY → RELATIONAL_MARKER → RELATIONAL_MARKER,0.693,True,False,True,4,elephant
M-0062,Mohenjo-daro,M336 M162 M233 M099 M059,RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER → RELATIONAL_MARKER → HUB_AUTHORITY,0.643,False,False,True,5,unicorn
M-0063,Mohenjo-daro,M391 M342 M211 M065,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.51,False,False,False,4,unicorn
M-0064,Mohenjo-daro,M025 M267 M065 M267 M328,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.576,True,False,False,5,elephant
M-0065,Mohenjo-daro,M036 M391 M162,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.578,True,False,False,3,gharial
M-0066,Mohenjo-daro,M013 M125,CLASSIFIER → WEAK_CASE_MARKER,0.804,True,True,False,2,zebu bull
M-0067,Mohenjo-daro,M004 M089,CLASSIFIER → RELATIONAL_MARKER,0.636,True,False,False,2,script only
M-0068,Mohenjo-daro,M005 M336 M342 M176 M267 M342,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.59,True,False,False,6,rhinoceros
M-0069,Mohenjo-daro,M048 M328 M059,RELATIONAL_MARKER → RELATIONAL_MARKER → HUB_AUTHORITY,0.652,False,False,True,3,elephant
M-0070,Mohenjo-daro,M011 M371 M048 M176 M089,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.45,True,False,False,5,unicorn
M-0071,Mohenjo-daro,M081 M301 M099,CLASSIFIER → UNK → RELATIONAL_MARKER,0.434,True,False,False,3,script only
M-0072,Mohenjo-daro,M036 M307 M167 M391 M087,CLASSIFIER → UNK → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.341,True,False,False,5,zebu bull
M-0073,Mohenjo-daro,M013 M293 M238 M367,CLASSIFIER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.464,True,False,False,4,unicorn
M-0074,Mohenjo-daro,M047 M367 M065,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.561,True,False,False,3,geometric
M-0075,Mohenjo-daro,M070 M293 M293,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.596,True,False,False,3,unicorn
M-0076,Mohenjo-daro,M069 M211 M118 M267 M099 M336,CLASSIFIER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.478,True,False,False,6,elephant
M-0077,Mohenjo-daro,M014 M089 M293,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.588,True,False,False,3,unicorn
M-0078,Mohenjo-daro,M014 M396 M235 M177 M391 M048 M336,CLASSIFIER → UNK → FLEXIBLE_AGENT → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.449,True,False,False,7,geometric
M-0079,Mohenjo-daro,M007 M176 M293 M267 M367,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.558,True,False,False,5,script only
M-0080,Mohenjo-daro,M162 M293 M176 M099 M162 M267,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.519,False,False,False,6,elephant
M-0081,Mohenjo-daro,M074 M048 M162 M232 M342 M107 M099,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.405,True,False,False,7,elephant
M-0082,Mohenjo-daro,M019 M328 M012,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.599,True,False,False,3,unicorn
M-0083,Mohenjo-daro,M038 M099 M065 M342 M162,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.58,True,False,False,5,unicorn
M-0084,Mohenjo-daro,M089 M342 M328 M065,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.506,False,False,False,4,tiger
M-0085,Mohenjo-daro,M026 M305,CLASSIFIER → CASE_MARKER,0.876,True,True,False,2,unicorn
M-0086,Mohenjo-daro,M061 M065,CLASSIFIER → RELATIONAL_MARKER,0.668,True,False,False,2,buffalo
M-0087,Mohenjo-daro,M068 M342 M087 M214 M065,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.452,True,False,False,5,rhinoceros
M-0088,Mohenjo-daro,M065 M267 M099 M125 M087 M305,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.616,False,True,False,6,script only
M-0089,Mohenjo-daro,M039 M185 M391,CLASSIFIER → FLEXIBLE_AGENT → RELATIONAL_MARKER,0.588,True,False,False,3,elephant
M-0090,Mohenjo-daro,M037 M065,CLASSIFIER → RELATIONAL_MARKER,0.625,True,False,False,2,rhinoceros
M-0091,Mohenjo-daro,M039 M328,CLASSIFIER → RELATIONAL_MARKER,0.655,True,False,False,2,elephant
M-0092,Mohenjo-daro,M019 M367 M012 M089,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.562,True,False,False,4,script only
M-0093,Mohenjo-daro,M062 M087 M233 M305,CLASSIFIER → RELATIONAL_MARKER → WEAK_CASE_MARKER → CASE_MARKER,0.768,True,True,False,4,zebu bull
M-0094,Mohenjo-daro,M045 M293 M106 M334 M357 M089,CLASSIFIER → RELATIONAL_MARKER → UNK → UNK → FLEXIBLE_AGENT → RELATIONAL_MARKER,0.388,True,False,False,6,elephant
M-0095,Mohenjo-daro,M060 M342 M391,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.641,True,False,False,3,rhinoceros
M-0096,Mohenjo-daro,M069 M342 M176,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.644,True,False,False,3,script only
M-0097,Mohenjo-daro,M051 M367,RELATIONAL_MARKER → RELATIONAL_MARKER,0.471,False,False,False,2,rhinoceros
M-0098,Mohenjo-daro,M017 M012,CLASSIFIER → RELATIONAL_MARKER,0.637,True,False,False,2,unicorn
M-0099,Mohenjo-daro,M021 M176 M267,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.63,True,False,False,3,tiger
M-0100,Mohenjo-daro,M059 M410 M089,HUB_AUTHORITY → UNK → RELATIONAL_MARKER,0.489,False,False,True,3,unicorn
M-0101,Mohenjo-daro,M019 M012 M065,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.588,True,False,False,3,elephant
M-0102,Mohenjo-daro,M099 M170 M267 M267 M125,RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.479,False,True,False,5,unicorn
M-0103,Mohenjo-daro,M038 M342 M176 M294 M342 M293,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.506,True,False,False,6,unicorn
M-0104,Mohenjo-daro,M031 M158 M200 M125,CLASSIFIER → UNK → UNK → WEAK_CASE_MARKER,0.377,True,True,False,4,elephant
M-0105,Mohenjo-daro,M050 M334 M176 M267 M336,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.474,True,False,False,5,script only
M-0106,Mohenjo-daro,M055 M059 M249 M087,CLASSIFIER → HUB_AUTHORITY → CASE_MARKER → RELATIONAL_MARKER,0.783,True,False,True,4,unicorn
M-0107,Mohenjo-daro,M025 M220,CLASSIFIER → CASE_MARKER,0.876,True,True,False,2,elephant
M-0108,Mohenjo-daro,M037 M048 M155 M367,CLASSIFIER → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER,0.548,True,False,False,4,geometric
M-0109,Mohenjo-daro,M013 M267 M089 M051,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.596,True,False,False,4,zebu bull
M-0110,Mohenjo-daro,M099 M342 M293,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.549,False,False,False,3,unicorn
M-0111,Mohenjo-daro,M017 M125,CLASSIFIER → WEAK_CASE_MARKER,0.769,True,True,False,2,unicorn
M-0112,Mohenjo-daro,M034 M328,CLASSIFIER → RELATIONAL_MARKER,0.648,True,False,False,2,geometric
M-0113,Mohenjo-daro,M033 M328,CLASSIFIER → RELATIONAL_MARKER,0.613,True,False,False,2,rhinoceros
M-0114,Mohenjo-daro,M293 M162 M163 M059 M342,RELATIONAL_MARKER → RELATIONAL_MARKER → CORE_ENTITY → HUB_AUTHORITY → RELATIONAL_MARKER,0.588,False,False,True,5,rhinoceros
M-0115,Mohenjo-daro,M015 M379 M211 M293 M211 M176 M089,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.468,True,False,False,7,gharial
M-0116,Mohenjo-daro,M033 M411 M087,CLASSIFIER → UNK → RELATIONAL_MARKER,0.394,True,False,False,3,unicorn
M-0117,Mohenjo-daro,M035 M103 M211 M125,CLASSIFIER → FLEXIBLE_AGENT → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.629,True,True,False,4,zebu bull
M-0118,Mohenjo-daro,M065 M211 M099 M391,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.498,False,False,False,4,unicorn
M-0119,Mohenjo-daro,M019 M233 M342 M051,CLASSIFIER → WEAK_CASE_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.656,True,False,False,4,tiger
M-0120,Mohenjo-daro,M015 M176 M099 M342 M051,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.588,True,False,False,5,elephant
M-0121,Mohenjo-daro,M041 M336 M342 M328,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.59,True,False,False,4,gharial
M-0122,Mohenjo-daro,M041 M233 M211,CLASSIFIER → WEAK_CASE_MARKER → RELATIONAL_MARKER,0.672,True,False,False,3,unicorn
M-0123,Mohenjo-daro,M031 M342 M176 M089 M305,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.67,True,True,False,5,zebu bull
M-0124,Mohenjo-daro,M039 M087 M342 M176 M099 M059 M065,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → HUB_AUTHORITY → RELATIONAL_MARKER,0.633,True,False,True,7,elephant
M-0125,Mohenjo-daro,M006 M391 M382 M391,CLASSIFIER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.432,True,False,False,4,zebu bull
M-0126,Mohenjo-daro,M033 M254 M051,CLASSIFIER → FLEXIBLE_AGENT → RELATIONAL_MARKER,0.554,True,False,False,3,unicorn
M-0127,Mohenjo-daro,M080 M176 M391,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.617,True,False,False,3,unicorn
M-0128,Mohenjo-daro,M059 M267 M342 M099 M367,HUB_AUTHORITY → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.638,False,False,True,5,unicorn
M-0129,Mohenjo-daro,M027 M099 M354 M089 M271 M204 M227 M125,CLASSIFIER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → UNK → UNK → UNK → WEAK_CASE_MARKER,0.318,True,True,False,8,zebu bull
M-0130,Mohenjo-daro,M048 M048 M342,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.509,False,False,False,3,unicorn
M-0131,Mohenjo-daro,M059 M219 M267 M102 M367 M099,HUB_AUTHORITY → UNK → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER,0.511,False,False,True,6,unicorn
M-0132,Mohenjo-daro,M051 M383 M048 M370 M099 M233,RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.445,False,True,False,6,geometric
M-0133,Mohenjo-daro,M041 M260 M342 M125 M059 M048,CLASSIFIER → UNK → RELATIONAL_MARKER → WEAK_CASE_MARKER → HUB_AUTHORITY → RELATIONAL_MARKER,0.598,True,False,True,6,script only
M-0134,Mohenjo-daro,M008 M012 M391 M233 M051 M125 M293,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER → RELATIONAL_MARKER,0.6,True,False,False,7,tiger
M-0135,Mohenjo-daro,M030 M243 M342 M367,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.473,True,False,False,4,rhinoceros
M-0136,Mohenjo-daro,M006 M347 M211 M342 M305,CLASSIFIER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.66,True,True,False,5,elephant
M-0137,Mohenjo-daro,M067 M391 M211 M048,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.553,True,False,False,4,rhinoceros
M-0138,Mohenjo-daro,M293 M328 M293 M267 M211,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.508,False,False,False,5,script only
M-0139,Mohenjo-daro,M056 M162 M125 M099 M342,CLASSIFIER → RELATIONAL_MARKER → WEAK_CASE_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.638,True,False,False,5,elephant
M-0140,Mohenjo-daro,M048 M342 M328 M267,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.529,False,False,False,4,unicorn
M-0141,Mohenjo-daro,M079 M342 M336 M012 M233,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.628,True,True,False,5,unicorn
M-0142,Mohenjo-daro,M071 M211 M115 M051,CLASSIFIER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.438,True,False,False,4,zebu bull
M-0143,Mohenjo-daro,M056 M089 M257 M176 M336,CLASSIFIER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.461,True,False,False,5,zebu bull
M-0144,Mohenjo-daro,M024 M089 M099 M293,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.566,True,False,False,4,unicorn
