form,cisi_number,site,iconography,raw_sequence,role_sequence,cluster_sequence,length
seal_1597,H-0472,Harappa,gharial,M042 M391 M211 M342 M162,START END END END END,2 1 1 3 1,5
seal_1598,M-0583,Mohenjo-daro,rhinoceros,M006 M089,START END,2 1,2
seal_1599,BN-0056,Banawali,unicorn,M007 M168 M089 M391,START LINK END END,2 0 1 1,4
seal_1600,M-0584,Mohenjo-daro,buffalo,M032 M176 M176 M099 M342 M233 M211,START END END END END END END,2 3 3 3 3 1 1,7
seal_1601,L-0119,Lothal,unicorn,M010 M367 M267 M211 M342 M392 M211,START END END END END CORE END,2 1 3 1 3 0 1,7
seal_1602,M-0585,Mohenjo-daro,unicorn,M367 M162,END END,1 1,2
seal_1603,H-0473,Harappa,unicorn,M053 M176,START END,2 3,2
seal_1604,M-0586,Mohenjo-daro,unicorn,M267 M233,END END,3 1,2
seal_1605,M-0587,Mohenjo-daro,elephant,M058 M142 M367,START CORE END,2 0 1,3
seal_1606,H-0474,Harappa,zebu bull,M036 M012 M328 M099 M342 M342,START END END END END END,2 1 1 3 3 3,6
seal_1607,H-0475,Harappa,script only,M046 M212 M336 M267,START CORE END END,2 0 1 3,4
seal_1608,M-0588,Mohenjo-daro,unicorn,M017 M328,START END,2 1,2
seal_1609,M-0589,Mohenjo-daro,rhinoceros,M058 M267 M362 M391,START END CORE END,2 3 0 1,4
seal_1610,K-0108,Kalibangan,unicorn,M041 M099 M162 M293 M267 M342 M252 M087,START END END END END END LINK END,2 3 1 1 3 3 0 1,8
seal_1611,M-0590,Mohenjo-daro,unicorn,M015 M305,START END,2 1,2
seal_1612,L-0120,Lothal,rhinoceros,M053 M346 M162 M267 M247 M293,START CORE END END CORE END,2 0 1 3 0 1,6
seal_1613,M-0591,Mohenjo-daro,zebu bull,M038 M342 M328 M272 M293 M267 M336,START END END LINK END END END,2 3 1 0 1 3 1,7
seal_1614,H-0476,Harappa,unicorn,M059 M089,LINK END,1 1,2
seal_1615,M-0592,Mohenjo-daro,buffalo,M019 M328 M267 M125,START END END END,2 1 3 1,4
seal_1616,DK-0099,Dholavira,zebu bull,M038 M220,START END,2 1,2
seal_1617,M-0593,Mohenjo-daro,unicorn,M022 M328 M267 M211 M342 M176 M176,START END END END END END END,2 1 3 1 3 3 3,7
seal_1618,H-0477,Harappa,unicorn,M025 M176,START END,2 3,2
seal_1619,RGR-0031,Rakhigarhi,elephant,M089 M295 M336,END CORE END,1 0 1,3
seal_1620,BN-0057,Banawali,zebu bull,M011 M233 M342 M087 M012,START END END END END,2 1 3 1 1,5
seal_1621,DK-0100,Dholavira,rhinoceros,M060 M267 M099 M291 M051 M048 M391 M342,START END END CORE END END END END,2 3 3 0 1 1 1 3,8
seal_1622,C-0078,Chanhu-daro,unicorn,M006 M162 M305,START END END,2 1 1,3
seal_1623,H-0478,Harappa,rhinoceros,M162 M012 M342 M099 M220,END END END END END,1 1 3 3 1,5
seal_1624,M-0594,Mohenjo-daro,unicorn,M034 M266 M089,START CORE END,2 0 1,3
seal_1625,H-0479,Harappa,unicorn,M003 M176,START END,2 3,2
seal_1626,H-0480,Harappa,rhinoceros,M067 M356 M293,START CORE END,2 0 1,3
seal_1627,L-0121,Lothal,unicorn,M267 M141 M051,END CORE END,3 0 1,3
seal_1628,M-0595,Mohenjo-daro,script only,M048 M267,END END,1 3,2
seal_1629,DK-0101,Dholavira,unicorn,M293 M267 M089 M342 M342 M059 M089 M233,END END END END END LINK END END,1 3 1 3 3 1 1 1,8
seal_1630,M-0596,Mohenjo-daro,script only,M023 M124 M144 M233,START CORE CORE END,2 0 0 1,4
seal_1631,M-0597,Mohenjo-daro,rhinoceros,M001 M162 M162 M099 M342 M305,START END END END END END,2 1 1 3 3 1,6
seal_1632,M-0598,Mohenjo-daro,unicorn,M015 M176,START END,2 3,2
seal_1633,DK-0102,Dholavira,tiger,M367 M367 M342,END END END,1 1 3,3
seal_1634,M-0599,Mohenjo-daro,zebu bull,M015 M238 M328,START CORE END,2 0 1,3
seal_1635,SK-0060,Surkotada,zebu bull,M233 M293 M391 M328 M089,END END END END END,1 1 1 1 1,5
seal_1636,SK-0061,Surkotada,geometric,M367 M059 M125,END LINK END,1 1 1,3
seal_1637,H-0481,Harappa,zebu bull,M018 M211 M367,START END END,2 1 1,3
seal_1638,K-0109,Kalibangan,buffalo,M044 M293 M267 M099 M387 M336 M267 M087,START END END END CORE END END END,2 1 3 3 0 1 3 1,8
seal_1639,H-0482,Harappa,zebu bull,M162 M267 M162 M316 M211,END END END CORE END,1 3 1 0 1,5
seal_1640,H-0483,Harappa,elephant,M019 M336 M059,START END LINK,2 1 1,3
seal_1641,L-0122,Lothal,script only,M233 M293,END END,1 1,2
seal_1642,L-0123,Lothal,unicorn,M099 M012,END END,3 1,2
seal_1643,H-0484,Harappa,zebu bull,M023 M089 M176 M305,START END END END,2 1 3 1,4
seal_1644,M-0600,Mohenjo-daro,zebu bull,M078 M099,START END,2 3,2
seal_1645,H-0485,Harappa,tiger,M080 M089 M342 M280 M211,START END END CORE END,2 1 3 0 1,5
seal_1646,H-0486,Harappa,buffalo,M080 M162 M099 M233,START END END END,2 1 3 1,4
seal_1647,M-0601,Mohenjo-daro,zebu bull,M073 M391 M336 M248 M256 M233,START END END CORE CORE END,2 1 1 0 0 1,6
seal_1648,M-0602,Mohenjo-daro,rhinoceros,M051 M293,END END,1 1,2
seal_1649,DK-0103,Dholavira,unicorn,M056 M342 M233,START END END,2 3 1,3
seal_1650,RGR-0032,Rakhigarhi,elephant,M016 M200 M089 M342 M342 M176 M119 M048,START CORE END END END END CORE END,2 0 1 3 3 3 0 1,8
seal_1651,M-0603,Mohenjo-daro,elephant,M049 M121 M099 M211 M342 M367,START CORE END END END END,2 0 3 1 3 1,6
seal_1652,BN-0058,Banawali,zebu bull,M022 M051,START END,2 1,2
seal_1653,BN-0059,Banawali,zebu bull,M051 M342 M176 M162 M051,END END END END END,1 3 3 1 1,5
seal_1654,M-0604,Mohenjo-daro,elephant,M003 M328 M267 M065,START END END END,2 1 3 1,4
seal_1655,H-0487,Harappa,elephant,M039 M162 M099 M342 M176 M099 M176 M367,START END END END END END END END,2 1 3 3 3 3 3 1,8
seal_1656,DK-0104,Dholavira,script only,M036 M162 M099 M342 M162,START END END END END,2 1 3 3 1,5
seal_1657,BN-0060,Banawali,buffalo,M058 M059 M233 M233 M087,START LINK END END END,2 1 1 1 1,5
seal_1658,DK-0105,Dholavira,rhinoceros,M125 M162 M099 M342 M176 M233,END END END END END END,1 1 3 3 3 1,6
seal_1659,H-0488,Harappa,zebu bull,M048 M293 M305,END END END,1 1 1,3
seal_1660,H-0489,Harappa,unicorn,M342 M176 M099 M342 M162,END END END END END,3 3 3 3 1,5
seal_1661,M-0605,Mohenjo-daro,zebu bull,M328 M250 M367,END CORE END,1 0 1,3
seal_1662,K-0110,Kalibangan,unicorn,M063 M342 M176 M099 M293 M211,START END END END END END,2 3 3 3 1 1,6
seal_1663,H-0490,Harappa,geometric,M053 M233 M211 M235 M089,START END END LINK END,2 1 1 0 1,5
seal_1664,L-0124,Lothal,geometric,M087 M176 M272 M267 M125,END END LINK END END,1 3 0 3 1,5
seal_1665,M-0606,Mohenjo-daro,zebu bull,M046 M051 M342 M176 M391 M336,START END END END END END,2 1 3 3 1 1,6
seal_1666,H-0491,Harappa,zebu bull,M001 M176,START END,2 3,2
seal_1667,DK-0106,Dholavira,zebu bull,M008 M391 M267 M402 M125,START END END CORE END,2 1 3 0 1,5
seal_1668,H-0492,Harappa,elephant,M061 M267 M089 M099 M211,START END END END END,2 3 1 3 1,5
seal_1669,RGR-0033,Rakhigarhi,unicorn,M058 M336 M162 M367,START END END END,2 1 1 1,4
